#CODE;RUSSIAN;x
EVTOPTA64019;Неслыханная наглость.;x
EVTDESC64020;[From.GetFirstName] обратила внимание на то, как я теперь смотрю на других женщин и на слухи о том, что я флиртую с красивыми девушками при дворе. Я выслушал многочасовую истерику на тему греховности прелюбодеяний и банальные фразы типа "неужели я тебя больше не привлекаю?".;x
EVTOPTA64020;Меня раздражает [From.GetHersHis] ревность.;x
EVTDESC64025;[Root.Spouse.GetFirstName]... Я как будто вижу [Root.Spouse.GetHersHis] впервые, [Root.Spouse.GetHersHis] добрую душу и интересные, забавные причуды. [Root.Spouse.GetSheHeCap] со мной, и это здорово. Наверное, я действительно [Root.Spouse.GetHersHis] люблю?;x
EVTOPTA64025;[Root.Spouse.GetFirstName], я так тебя люблю!;x
EVTOPTB64025;К счастью, это уже проходит...;x
#EVTDESC64030;Наконец-то у меня появилось время для мое[lover.GetYGo] возлюбленн[lover.GetOyOgo]. Есть так много вещей, которые я могу для н[lover.GetHersHis] сделать! Можно попробовать развлечь [lover.GetHersHis] при дворе, или, мы можем уединиться в укромном уголке?;x
EVTOPTA64030;Мы встретимся в моём домике, скрытом от посторонних глаз.;x
EVTOPTB64030;При дворе больше возможностей развлечься.;x
EVTOPTC64030;Нет уж, лучше проведу это время с друзьями.;x
#EVTDESC64035;Что бы я ни делал[Root.GetEndA], похоже, что м[lover.GetOyaOy] любовни[lover.GetTsaK] всегда недовол[lover.GetSoftNaEn]. [lover.GetSheHeCap] вечно жалуется, что мы ничего не делаем вместе и дуется, когда я говорю [lover.GetHerHim], что у меня слишком много дел, чтобы иметь возможность принимать [lover.GetHersHis] всё время. Тайное увлечение - гораздо большая головная боль, чем я думал[Root.GetEndA]!;x
#EVTOPTA64035;Организовать большую вечеринку для н[lover.GetHersHis].;x
#EVTOPTB64035;Взять [lover.GetHersHis] с собой на охоту.;x
#EVTOPTC64035;[lover.GetSheHeCap] получает именно то, чего заслуживает.;x
EVTDESC64040;Пройдя в свою спальню, я с ужасом обнаруживаю, что [Root.Spouse.GetFirstName] изменяет мне!;x
EVTOPTA64040;В нашей постели?!;x
EVTTOOLTIP64041;[Root.GetTitledFirstName] ловит персонажа [This.GetTitledFirstName] на горячем.;x
EVTDESC64041;[From.GetFirstName] возвращается раньше, чем обычно, и обнаруживает, что я изменяю [From.GetHerHim] в нашей спальне! [From.GetSheHe] ставит условие: или я разрываю свои любовные отношения, или...;x
EVTOPTA64041;Я не стану этого делать!;x
EVTOPTB64041;Ради тебя всё, что угодно!;x
#EVTDESC64045;Я не знаю, что случилось в последнее время, но похоже, что наши любовные отношения становятся всё хуже и хуже, они приносят мне только раздражение, мы отдаляемся друг от друга...;x
#EVTOPTA64045;Любовь прошла...;x
EVTDESC64046;[From.GetTitledFirstName] всё чаще избегает меня в последнее время. А часы взаимной любви сменились сухими спорами и разногласиями. И теперь меня ничуть не удивляет, что [From.GetTitledFirstName] говорит о том, что нам пора закончить наши отношения, но это больнее, чем казалось на первый взгляд.;x
EVTOPTA64046;В конце концов мы расстались друзьями.;x
EVTDESC64050;Когда мы были молоды, мы чувствовали, что есть что-то между нами, что сделало некоторые ситуации более неловкими, чем они должны быть. Наши подростковые увлечения углубились и переросли в нечто большее.;x
EVTOPTA64050;Наши увлечения переросли в любовь.;x
EVTTOOLTIP64051;[This.GetTitledFirstName] ощущает ко мне то же самое?;x
EVTOPTB64050;Это просто возрастное...;x
EVTTOOLTIP64052;Переросло ли детское увлечение между персонажами [This.GetTitledFirstName] и [Root.GetTitledFirstName] в любовь?;x
EVTDESC64051;Моё подростковое увлечение стало чем-то большим. Может это любовь? И я знаю, что [From.GetTitledFirstName] чувствует себя так же.;x
EVTOPTA64051;Любовь ли это?;x
EVTDESC64052;В подростковом возрасте я и [From.GetTitledFirstName] относились друг к другу... по-особенному. И сегодня, встретив [From.GetHersHis], я переживаю те же чувства. Прежде чем я успеваю что-то сказать об этом, [From.GetTitledFirstName] смеётся, вспоминая наши прежние отношения, и говорит, что я по-прежнему нравлюсь [From.GetHerHim].;x
EVTOPTA64052;Да, всего лишь детские увлечения.;x
EVTOPTB64052;Вообще-то... это была любовь.;x
IMAM;Имам;x
IMAM_FOA;Хазрат;x
LOADING_TIP_22;Дети рождаются с долей от общего престижа династий их родителей.;x
LOADING_TIP_23;Агнатическое наследование подразумевает, что лишь представители мужского пола обладают правом наследования.;x
LOADING_TIP_24;Агнатическо-когнатическое наследование подразумевает, что женщина может обладать правом наследования лишь в том случае, если нет подходящих наследников мужского пола.;x
LOADING_TIP_25;Сеньорат (старшинство) подразумевает, что правом наследования обладает самый старший член династии.;x
LOADING_TIP_26;При Первородстве титулы наследует самый старший законный ребёнок.;x
LOADING_TIP_27;При равном разделе наследуемые титулы распределяются между всеми детьми.;x
REVOKE_TITLE_INTERACTION_LETTER;Мы решили немедленно отозвать Ваш земельный титул "[ThirdPartyTitle.GetFullName]". Отказ добровольно передать его приведёт к войне.;x
EVTDESC20111;[Root.PrimaryTitle.GetFOA], мои попытки представить Вас в лучшем свете провалились, [From.GetTitledFirstNameWithNick] не желает это слушать, зловещие силы [From.GetHersHis] двора сделали всё, чтобы дискредитировать каждый мой шаг и переврать мои слово. Я боюсь, что своим визитом принес[Root.job_chancellor.GetNoneE] больше вреда, чем пользы.\nВаш [Root.GetChancellorName],\n [Root.job_chancellor.GetTitledFirstName];x
CHAR_OPINION_OF_CHAR;§Y$CHAR1$§! имеет мнение о человеке(§Y$CHAR2$§!);x
CHAR_IMPRISONED_SETUP;Арест;x
CHAR_IMPRISONED_LOG;§Y$VICTIM$§! теперь в темнице правителя, известного как §Y$ACTOR$§!;x
CHAR_RELEASED_SETUP;Освобождение из тюрьмы;x
CHAR_RELEASED_LOG;§Y$VICTIM$§! покидает темницу правителя, известного как §Y$ACTOR$§!;x
CHAR_BANISHED_SETUP;Изгнание;x
CHAR_BANISHED_LOG;§Y$VICTIM$§! изгоняется из земель, которыми правит §Y$ACTOR$§!;x
ASSIGNED_JOB_ACTION_SETUP;Поручение;x
ASSIGNED_JOB_ACTION_LOG;§Y$CHAR$§! отправи[From.GetLasLsya] с поручением §Y$JOB$§! в округ §Y$COUNTY$§!;x
ATTRITION_WEIGHT;Всего войск в округе: §Y$VALUE$§!;x
opinion_beheaded_dynasty_member;Обезглавил[___] члена моей династии!;x #[From.GetEndA]`
love_poem;Любовная поэма;x
beautiful_flower;Прекрасные цветок;x
precious_item;Прелестная вещица;x
EVTDESC64055;Похоже, что мой ребёнок увлёкся кем-то при дворе и постоянно следует за ним с вопросами.;x
EVTOPTA64055;Ой, как мило...;x
EVTOPTB64055;Может, это пройдёт.;x
EVTOPTC64055;Разделите их.;x
EVTDESC64060;Моя любовь [lover.GetMarried] [lover.GetMarryZaNa] друг[lover.GetOyImOpp], и это причиняет боль моей душе. Я никогда не смогу [Root.GetToMarry] [Root.GetMarryHimHer]. Как жестока жизнь!;x
EVTOPTA64060;Я напишу поэму о своей боли;x
EVTOPTB64060;Вино исцелит меня;x
EVTOPTC64060;Я найду утешение в молитвах;x
EVTOPTD64060;Я долж[Root.GetNaEn] забыть о своих чувствах;x
EVTDESC38286;Я пью, чтобы забыть о своём горе. Теперь я - пьяница.;x
#EVTDESC64065;Мой роман на стороне становится утомительным. Как бы мне хотелось любить открыто, без боязни насмешек.;x
EVTOPTA64065;На этом всё и закончится...;x
EVTOPTB64065;Может быть, всё еще наладится...;x
EVTOPTC64065;Нет, я добьюсь своего!;x
#EVTDESC64070;Я не могу больше встречаться тайком, это превращается в настоящую проблему, причина которой - всё возрастающее желание быть вместе с моей любовью.;x
EVTOPTA64070;Пришло время прекратить это и успокоиться.;x
EVTOPTB64070;Нужно приложить больше усилий на пути к цели.;x
EVTOPTC64070;Меня не волнует моё семейное положение.;x
EVTDESC64075;У меня есть планы на стороне, но жена настаивает на другом. Что важнее для меня: жена или любовные дела?;x
EVTOPTA64075;В пекло жену. Я должен развлечься.;x
EVTOPTB64075;Я устрою бал и развлекусь там.;x
EVTTOOLTIP64076;Ваша жена, [This.GetFirstName], узнала о Ваших отношениях на балу.;x
EVTOPTC64075;Для разнообразия проведу время с женой.;x
EVTTOOLTIP64045;Вы потеряли чувства к объекту Вашей прежней любви;x
EVTDESC64076;Я обрадовалась, что [From.GetFirstName] решил устроить бал, и пригласила на праздник всех своих друзей. Бал был прекрасным, пока я не увидела, с кем [From.GetFirstName] крутит шашни.;x
EVTOPTA64076;Да как он мог так поступить со мной!?;x
EVTTOOLTIP64077;[Root.GetTitledFirstName] ненавидит персонажа [This.GetTitledFirstName];x
EVTDESC64077;Моя жена, [From.GetTitledFirstName], подошла ко мне, дала пощёчину, и покинула бал, благодаря которому она воочию убедилась в моих походах "налево".;x
EVTOPTA64077;Теперь она меня ненавидит.;x
EVTDESC64080;Моя жена ненадолго удалилась в монастырь, чтобы собраться с мыслями и обрести душевный покой.;x
EVTOPTA64080;Идеальная возможность сходить "налево".;x
EVTOPTB64080;Поумерить свои любовные аппетиты.;x
EVTOPTC64080;Перевести любовные отношения на стороне в разряд дружеских;x
EVTOPTD64080;Заняться работой.;x
#EVTDESC64085;Я люблю [lover.GetHersHis], а [lover.GetSheHe] любит меня, мы оба уже не дети, и ничто не способно помешать нам быть вместе!;x
EVTOPTA64085;Мы сбежим и поженимся.;x
EVTTOOLTIP64086;[This.GetTitledFirstName] обязательно заметит наш побег;x
EVTDESC64086;Двое влюблённых тайно вступили в брак, не спросив родительского благословения. Теперь мне, как их сюзерену, предстоит решить, признать ли их брак действительным или как-то их наказать.;x
EVTOPTA64086;Схватить их!;x
EVTTOOLTIP64087;Беглецы пойманы и посажены в тюрьму;x
EVTTOOLTIP64088;Беглецы пойманы и изгнаны с страны;x
EVTOPTB64086;Подтвердить их брак.;x
EVTDESC64087;[From.GetTitledFirstName] не признаёт Ваш брак. Теперь Вы и [Root.Spouse.GetFirstName] брошены в тюрьму.;x
EVTOPTA64087;[From.GetTitledFirstName]! Пусть живьём гниёт твоё тело!;x
EVTDESC64088;[From.GetTitledFirstName] изгоняет Вас. Теперь Вы и [Root.Spouse.GetTitledFirstName] почти сожалеете о своём поступке. Но, говорят, любовь побеждает всё... По крайней мере, у Вас есть [Root.Spouse.GetFirstName].;x
EVTOPTA64088;Изгнание из-за свадьбы? Это низко даже для тебя!;x
EVTDESC64090;[Root.Spouse.GetFirstName] и я - оба хотим детей, но жизнь до сих пор не одарила нас ребёнком. Что же мы делаем не так?;x
EVTOPTA64090;Молиться о ребёнке;x
EVTOPTB64090;Продолжать попытки каждую ночь;x
EVTDESC64100;Жена [Root.Spouse.GetFirstName] закатила чудовищный скандал, хуже прежних. Но я знаю, кто захочет приласкать и успокоить меня после этого.;x
EVTOPTA64100;Сделаю это в загородном поместье.;x
EVTOPTB64100;Лучше прямо здесь, у жены под носом.;x
EVTTOOLTIP64102;Жена узнала о Вашем прелюбодеянии;x
EVTOPTC64100;Не нужно меня успокаивать, я сам справлюсь!;x
EVTDESC64101;Из-за этого "приласкать и успокоить", моя любовница забеременела!;x
EVTOPTA64101;Чудесно!;x
EVTDESC64102;Я и без того злюсь из-за недавней ссоры с мужем, но сегодня увидела, как он целует в саду другую женщину, а потом берёт её за руку и уводит в укромное место.;x
EVTOPTA64102;Ненавижу его!;x
EVTDESC64105;[From.GetTitledFirstName] и я постоянно ругаемся из-за [From.GetHersHis] измен. С меня хватит. Если когда-то между нами что-то было, то теперь закончилось.;x
EVTOPTA64105;Ненавижу [From.GetHersHis].;x
EVTTOOLTIP64105;супружеская ссора с персонажем [This.Spouse.GetTitledFirstName];x
EVTDESC64110;Несмотря на мою осторожность в любовных связях на стороне, [Root.Spouse.GetFirstName] всё больше и больше подозревает меня. Может, я малость переигрываю, изображая невинность?;x
EVTOPTA64110;Сказать [Root.Spouse.GetHerHim], что это не [Root.Spouse.GetHersHis] дело.;x
EVTOPTB64110;Сказать [Root.Spouse.GetHerHim], что Вы заняты важным делом.;x
EVTOPTC64110;Соврать [Root.Spouse.GetHerHim], что вы будете больше времени проводить вместе.;x
EVTOPTD64110;Действительно уделять [Root.Spouse.GetHerHim] больше времени.;x
#EVTDESC64115;Моя любовь обвиняет меня в том, что [Root.Spouse.GetFirstName] значит для меня больше.;x
#EVTOPTA64115;Купить дорогой подарок, чтобы доказать свою любовь;x
#EVTOPTB64115;Уехать вместе в загородное поместье;x
#EVTOPTC64115;Попытаться убедить словами;x
#EVTOPTD64115;Сказать, что так и есть;x
EVTDESC64120;Сначала я узнаю эту новость из-за кулис, а теперь и весь двор говорит об этом. Мои любовные похождения стали достоянием общественности!;x
EVTOPTA64120;Выступить с опровержением;x
EVTOPTB64120;Игнорировать сплетни;x
EVTDESC64125;Моя жена, [Root.Spouse.GetTitledFirstName], публично меня унизила! [Root.Spouse.GetSheHeCap] поцеловала любовника на публике, и теперь все знают о её похождениях!;x
EVTOPTA64125;Стерпеть это;x
EVTOPTB64125;Арестовать [Root.Spouse.GetHersHis] любовника;x
EVTOPTC64125;Арестовать [Root.Spouse.GetHersHis];x
EVTOPTD64125;Арестовать обоих;x
EVTDESC64126;[From.GetTitledFirstName] велел[From.GetEndA] бросить меня в темницу, увидев, как я прилюдно целуюсь с [From.GetHersHis] [From.GetHusbandWifeOppINS].;x
EVTOPTA64126;Это было неосмотрительно...;x
EVTDESC64127;Мне и в голову не приходило, что муж может упечь меня за решётку за прилюдный поцелуй с любовником.;x
EVTOPTA64127;Наверное, это было чересчур...;x
EVTDESC64130;Я в браке с человеком, которого люблю. Это такое блаженство... надеюсь, каждый сможет испытать его.;x
EVTOPTA64130;Это так воодушевляет.;x
EVTOPTB64130;Я чувствую дыхание жизни.;x
#EVTDESC64135;Я хочу сделать сюрприз свое[lover.GetYMu] любимо[lover.GetYMu]. Что бы такого придумать? Написать поэму, найти самый красивый цветок в лесу, чтобы преподнести его или, может быть, купить на рынке какую-нибудь безделушку, чтобы та всегда напоминала обо мне?;x
EVTOPTA64135;Я напишу поэму.;x
EVTOPTB64135;Я найду самый красивый цветок.;x
EVTOPTC64135;Я куплю что-нибудь миленькое.;x
EVTDESC64140;Война необходима, но от разлуки с моей любовью сердце ноет хуже всяких ран. В нашем лагере хватает тех, кто готов приласкать всякого желающего, но это лишь слегка притупляет боль.;x
EVTOPTA64140;Разлука только укрепит страсть.;x
EVTOPTB64140;Я не поддамся искушениям.;x
EVTOPTC64140;Я знаю, кто мне поможет...;x
EVTTOOLTIP72052;Ваш отказ выпить ещё, оскорбил персонажа [This.GetTitledFirstName];x
EVTDESC72052;Вы пьёте и веселитесь, а [From.GetTitledFirstName] говорит, что [From.GetHerHim] уже хватит. Не хочет пить со мной? Не ценит моё гостеприимство!;x
EVTOPTA72052;[From.GetFirstName], это форменное оскорбление!;x
EVTOPTA72036;Что здесь произошло?!;x
EVTOPTB72036;Отличная работа!;x
EVTOPTC72036;Проваливайте отсюда!;x
EVTTOOLTIP72036;[This.GetTitledFirstName] узнаёт о раненном противнике;x
EVTOPTC72037;Выметайтесь отсюда! Сейчас же!;x
EVTTOOLTIP72037;[This.GetTitledFirstName] узнаёт об искалеченном противнике;x
EVTOPTA24505;Кто-то подозревает, что моя смерть не была случайностью!;x
EVTTOOLTIP24506;реагирует на странные обстоятельства смерти персонажа [Root.GetTitledFirstName].;x
AT_WAR_WITH;В состояние войны с: ;x
ISNT_PRIMARY_HOLDER_TITLE_TIER;иного уровня, чем основной титул;x
IS_PRIMARY_HOLDER_TITLE_TIER;того же уровня, что и основной титул;x
INTERACTION_REQUIRES_TPC_IS_ADULT;Убедитесь, что §Y[ThirdPartyCharacter.GetTitledFirstName]§! - не ребёнок;x
EVTOPTA20370;Тогда используйте это по своему усмотрению.;x
EVTOPTB20370;Это всего лишь слух, не обращайте внимания.;x
EVTDESC70028;Я был на турнире, но не имел возможности проявить себя в поединке, поэтому сидел и слушал разговор двух рыцарей о некой сделке. Я решил дать им несколько советов, но откуда ж я мог знать?;x
EVTOPTA70028;Упс;x
EVTDESC70001;Пора начать турнир. В следующие два месяца всем будет дана возможность проявить свою доблесть в состязаниях.;x
EVTDESC76000;Не так уж плохо быть неженатым мужчиной при дворе, где полно молодых девушек, ищущих внимания. Одна из них, просто неотразима и жаждет моей компании...;x
EVTOPTA76000;Разве ночь страсти может повредить моей душе?;x
EVTOPTB76000;Я не оскверню свою душу ради мимолётной похоти!;x
EVTDESC76005;Моя незамужняя дочь была... нескромной. Она скрывала от меня свою беременность, и теперь предстала передо мной с ребёнком.;x
EVTOPTA76005;Сохранение этого в тайне дорого мне обойдётся...;x
EVTTOOLTIP76006;[Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName], помогает Вам с бастардом.;x
EVTOPTB76005;Мы одной крови. Я помогу и ей, и ребёнку.;x
EVTOPTC76005;Жестоко наказать дочь и убрать ребёнка с глаз долой!;x
EVTDESC76006; "Есть несколько способов справиться с этой неприятностью", — говорит мне [Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName], когда я обращаюсь к нему.;x
EVTOPTA76006;Скрыть дочь от посторонних глаз и избавиться от бастарда.;x
EVTOPTB76006;Убить отца и увезти ребёнка подальше.;x
EVTOPTC76006;Я не хочу ничего знать, просто разберитесь с этим.;x
EVTTOOLTIP76007;[Root.GetSpymasterName] [This.GetTitledFirstName] решает проблему с бастардом;x
EVTDESC76007;Мой сюзерен [From.GetTitledFirstName] является ко мне, волоча за собой свою дочь с новорождённым младенцем.\n"Придумай что-нибудь, чтобы без шума и пыли разобраться с внебрачным ребёнком моей дочери", — заявляет мне холодно [From.GetTitledFirstName], затем уходит, оставив их со мной.;x
EVTOPTA76007;Что ж, это часть моей работы...;x
EVTTOOLTIP76008;[Root.GetTitledFirstName] не может скрыть нежелательную беременность дочери персонажа [This.GetTitledFirstName];x
EVTOPTB76007;Какая прекрасная возможность...;x
opinion_saved_me_and_child;Спас[__] меня и моё дитя;x #[From.GetNoneE]`
EVTTOOLTIP76009;[Root.GetTitledFirstName] спасает дочь персонажа [This.GetTitledFirstName] и её ребёнка;x
EVTDESC76008;[From.GetTitledFirstName], мой [Root.GetSpymasterName], не может справиться с моим простым поручением - аккуратно разобраться с моей дочерью и её бастардом.;x
EVTOPTA76008;Обвинить тайного советника в измене и бросить в тюрьму.;x
EVTOPTB76008;Отчасти это и моя вина.;x
EVTOPTC76008;Всех прощаю.;x
EVTDESC76009;Несмотря на моё распоряжение расправиться с моей дочерью и бастардом, [Root.GetSpymasterName] [From.GetTitledFirstName] решает сохранить им жизнь!;x
EVTOPTA76009;Ладно, оставим эту проблему на будущее...;x
EVTDESC76010;[Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName] настаивает на том, что бастард может в будущем принести много проблем, и советует мне при случае от него избавиться.;x
EVTOPTA76010;Действуй, как считаешь нужным.;x
EVTOPTB76010;Сомневаюсь, что от него будут проблемы.;x
EVTDESC76015;Бастард обращается ко мне с просьбой признать его законным наследником!;x
EVTOPTA76015;Ни за что!;x
EVTOPTB76015;У меня нет уверенности, что ты этого достоин.;x
EVTOPTC76015;Добро пожаловать, сынок!;x
EVTDESC76020;Разве он не отец мне? Надо попросить его включить меня в список наследников.;x
EVTOPTA76020;Сделаю это сейчас!;x
EVTTOOLTIP76021;[Root.GetTitledFirstName] просит своего отца ([This.GetTitledFirstName]) легитимировать [Root.GetHersHis];x
EVTOPTB76020;Да какой в этом смысл?;x
EVTDESC76021;Мой незаконнорождённый ребёнок, [From.GetTitledFirstName], просит меня признать [From.GetHersHis] и, тем самым, включить в список наследников.;x
EVTOPTA76021;Немыслимо!;x
EVTOPTB76021;Я соглашусь. [From.GetSheHe] - достойный наследник!;x
EVTDESC76022;Я молча и терпеливо жду ответ отца на мою просьбу о легитимизации. Наконец, [From.GetTitledFirstName] ответил...;x
EVTOPTA76022;... что это немыслимо!;x
EVTOPTB76022;... что [From.GetSheHe] согласен!;x
opinion_crestfallen;пал[___] духом;x #[From.GetEndA]`
obj_become_exalted_desc;[This.GetTitledFirstName] хочет, чтобы [This.GetHersHis] имя было навечно вписано в скрижали истории!;x
EVTDESC76025;Воспитание детей - тяжёлый труд, а уж воспитание бастарда тяжело вдвойне. Мы - позор для семьи, и мало кто из родственников захочет помочь.;x
EVTOPTA76025;Мой отец мог бы помочь...;x
EVTTOOLTIP76026;[Root.GetTitledFirstName] просит своего отца ([This.GetTitledFirstName]) помочь ей;x
EVTOPTB76025;Я справлюсь сама.;x
EVTDESC76026;Позор нашей династии, моя дочь [From.GetTitledFirstName] и её внебрачный ребёнок сегодня попросили меня о помощи. Я отказываюсь это сделать, обвиняя во всём...;x
EVTOPTA76026;... дочь.;x
EVTOPTB76026;... бастарда.;x
EVTOPTC76026;... отца бастарда.;x
EVTTOOLTIP76027;Повинен отец ([This.GetTitledFirstName]);x
EVTTOOLTIP76028;Дед ([This.GetTitledFirstName]) повинен в том, что не поддержал ребёнка.;x
EVTDESC76027;[From.GetTitledFirstName] обвиняет меня в страданиях своей дочери, ведь я - отец её бастарда.;x
EVTOPTA76027;Я и правда виноват в этом.;x
EVTOPTB76027;Я тут ни при чём!;x
EVTDESC76028;[From.GetTitledFirstName] обвиняет меня в страданиях своей дочери, ведь мой сын - отец её бастарда.;x
EVTOPTA76028;Я позабочусь о них.;x
EVTOPTB76028;Ни я, ни мой сын тут ни при чём.;x
EVTDESC76030;Мечта родилась и заточен мой меч...;x
EVTOPTA76030;Семя посеяно.;x
EVTDESC76035;Другие дети при дворе дразнят меня из-за того, что у меня нет отца. Я - внебрачный ребёнок и они это знают!;x
EVTOPTA76035;Подраться с ними;x
EVTOPTB76035;Спрятаться от них;x
EVTOPTC76035;Проявить дружелюбие;x
EVTOPTD76035;Делать им гадости исподтишка;x
opinion_despised_fighting_bastard;Презренный драчливый бастард;x
opinion_despised_hiding_bastard;Презренный трусливый бастард;x
despised_bastard;Презренный бастард;x
EVTDESC76040;Люди постоянно говорят мне, что я бастард, но никто не объясняет, что это такое! Может быть, [Root.Guardian.GetTitledFirstName] знает?;x
EVTOPTA76040;Что такое "бастард"?;x
EVTTOOLTIP76041;[Root.GetTitledFirstName] спрашивает своего наставника ([This.GetTitledFirstName]) что такое "бастард";x
EVTDESC76041;[From.GetTitledFirstName] спрашивает, глядя на меня невинными глазами, что такое "бастард".;x
EVTOPTA76041;Мерзость в глазах Господа.;x
EVTOPTB76041;Тот, кто не может ничего унаследовать.;x
EVTOPTC76041;Тот, кому приходится самому искать своё место в мире.;x
EVTDESC39000;Вам доложили, что [Root.GetRelAdj]ская ересь распространяется среди жителей [Root.County.GetAdjective]ских селений!;x
EVTDESC39400;Вам сообщают, что [From.GetRelAdj]ская ересь проникла в [From.County.GetAdjective]ские земли!;x
EVTOPTA39400;Ужасно!;x
EVTDESC39401;Тревожные новости! В [This.GetCatholicAdj]ском округе более двух лет свирепствует ересь, а правитель и ухом не ведёт!;x
EVTOPTA39401;Ужасно! Я напишу ему!;x
EVTDESC39402;То, что в одном из Ваших округов появилась ересь, само по себе плохо. Но больше всего меня шокировало то, что это произошло уже более двух лет назад, а Вы так ничего и не предприняли! Нужно калёным железом выжечь её из душ Ваших подданных.;x
EVTOPTA39402;Я немедленно займусь этим.;x
pope_disappointed_over_heretic_province;Ересь в Ваших владениях;x
AIREASON_GOT_NO_REASON_TO_MOVE;Не стоит даже пытаться;x
NOT_PLAYER_HEIR_DESC;Bаш наследник (§Y$HEIR$§!) не является членом династии правителя (§Y$RULER$§!). Для игроков это означает конец игры.;x
DYNASTIC_HEIR;§YНаследник династии§!;x
NOT_DYNASTIC_HEIR;§RНе наследник династии!§!;x
PLAYER_HEIR_DESC;Наследник династии - это законный наследник Вашего персонажа. Если у игрока нет наследника династии, игра закончится. При наследовании престиж и [Player.Religion.GetPietyName] передаются преемнику в виде игровых очков.;x
BECOMES_EXCOMMUNICATED_EFFECT;Отлучение от Церкви\n;x
EXCOMMUNICATION_LIFTED_EFFECT;Возврат в лоно Церкви\n;x
SUPPLY_TOTAL_MODIFIED;Лимит снабжения(округлено): §Y$VALUE$§!;x
GAIN_ALL_OCCUPIED_TITLES_EFFECT;Присваивает титулы и земли правителя ($HOLDER$);x
TITLE_CREATION_WITH_PIETY_DESC;Вы должны контролировать §Y$REQ_PERC$%§! де-юре округов, чтобы создать этот титул. На данный момент Вы контролируете $PERC$ ($HELD$/§Y$ALL$§!). Создав этот титул, Вы получите §G$PRESTIGE$§! престижа, но потратите §R$GOLD$§!¤ и §R$PIETY$§! очков благочестия.;x
TITLE_CREATION_COST_WITH_PIETY_DESC;Создав этот титул, Вы получите §G$PRESTIGE$§! престижа, но потратите §R$GOLD$§!¤ и §R$PIETY$§! очков благочестия.;x
AMBITION_OPINION;Амбициозный: $VALUE$;x
EVTDESC39403;Ересь распространяется в [This.GetCatholicAdj]ском округе. Надо распорядится, чтобы местный правитель быстрее разобрался с ней.;x
EVTOPTA39403;Послать гонца немедленно!;x
EVTDESC39404;До меня дошли новости, что в одном из Ваших округов люди вольны поклоняться кому угодно и как угодно. Я желаю, чтобы Вы раз и навсегда избавились от этих еретиков.;x
EVTOPTA39404;Я ударю по ним сегодня же!;x
EVTOPTB39404;Мирные переговоры - лучший путь.;x
heretic_stronghold;Крепость еретиков;x
pope_heretic_removal_approve;Вы отстранили советника-еретика;x
pope_heretic_removal_disapprove;Вы отказались отстранить советника-еретика;x
EVTDESC39410;Прошли слухи, что одному из христианских правителей еретик дает советы, как управлять праведным людом. Это - неприемлемо! Надо вмешаться, пока душа этого господина не почернела окончательно.;x
EVTOPTA39410;Потребовать заточения советника!;x
EVTDESC39441;Мне очень не нравится, что Вы позволяете еретикам давать себе советы. Отстраните их от всех государственных дел без промедления!;x
EVTOPTA39441;Бросить еретика в темницу!;x
EVTOPTB39441;Здесь я решаю с кем мне советоваться!;x
opinion_liege_has_heretic_advisor;Советник-еретик на службе сюзерена;x
EVTDESC39445;Один из советников моего сюзерена - еретик!;x
EVTOPTA39445;Это - недопустимо! Я подам жалобу!;x
EVTOPTB39445;Это меня не касается.;x
EVTDESC39446;[Root.PrimaryTitle.GetFOA], мне не по душе знать, что один из Ваших советников - еретик.\nПодпись: \n[From.GetTitledName];x
EVTOPTA39446;Очень жаль.;x
AIREASON_POSITIVE_OPINION;§Y[GetTitledFirstName]§! нравится;x
AIREASON_NEGATIVE_OPINION;§Y[GetTitledFirstName]§! не нравится;x
AIREASON_FREE_VS_PAPAL_INVEST;У них действует Папская инвеститура, а у Вас нет.;x
INCLUDE_ALL_VASSALS;Включая низшие титулы;x
opinion_repented_sins;Раскаивается в грехах;x
UNDER_CONSTRUCTION;Строится;x
UPGRADING_TO;Улучшается до:;x
CONSTRUCTION_STALLED;§RСтроительство приостановлено в связи с вражеской оккупацией!§!;x
desc_job_chancellor;§Y$JOB$§! решает все дипломатические вопросы. Эта должность считается главнейшей в совете;x
desc_job_marshal;§Y$JOB$§! - советник по военным делам. Если правитель не может или не желает командовать армией, §Y$JOB$§! заменяет его;x
desc_job_treasurer; §Y$JOB$§! помогает собирать налоги и управлять Вашими владениями;x
desc_job_spymaster; §Y$JOB$§! - неофициальная должность в совете. Этот человек отвечает за дворцовые интриги и заговоры;x
desc_job_spiritual; §Y$JOB$§! - это Ваш личный советник по вопросам веры. Посвящение в Церковный сан не обязательно;x
job_spiritual_pagan_group;Главный прорицатель;x
job_spiritual_christian;Капеллан;x
job_chancellor_arabic;Великий визирь;x
religious_tension;Религиозная напряженность;x
PEACE_DEMAND;Выдвинуть требования;x
PEACE_WHITEPEACE;Предложить белый мир;x
REL_HEAD_SUCCESSION_SETUP;Новый религиозный лидер;x
ANTI_POPE_CREATION_SETUP;Антипапство;x
ANTI_POPE_CESSATION_SETUP;Конец антипапству;x
WE_JOIN_A_WAR_SETUP;Мы присоединились к войне;x
