EVTOPTAmore_bloodlines.207;Пусть певцы и барды произносят мое имя до конца всех времен!;x
EVTDESCmore_bloodlines.208;Я стал Владыкой Вольных Городов, Императором Валирийского Фригольда и Защитником Государства. Вольные Города больше не будут грызться между собой, теперь все склонятся перед домом Таргариен и Валирия восстанет снова!;x
EVTOPTAmore_bloodlines.208;Пусть певцы и барды произносят мое имя до конца всех времен;x
EVTDESCmore_bloodlines.209;Как искусный воин и верный член Королевской гвардии я достиг большой славы в битвах и на турнирных полях, и теперь считаюсь одним из величайших рыцарей нашей эпохи. Певцы будут чествовать мое наследие наряду с легендарными рыцарями прошлого!;x
EVTOPTAmore_bloodlines.209;Я лучший рыцарь этой эпохи!;x
EVTDESCmore_bloodlines.210;Я вернул Железный трон и подтвердил свое право рождения как Таргариен! Узурпатор и его псы больше не будут править Семью Королевствами, теперь все склонятся перед домом Таргариен, ибо дракон пробудился!;x
EVTOPTAmore_bloodlines.210;Пусть все боятся меня!;x
EVTDESCmore_bloodlines.211;Я совершил то, на что был неспособен сам Эйгон Завоеватель и поставил Дорн на колени! Наконец-то Семь Королевств по-настоящему едины и Солнечное Копье склонилось перед домом Таргариен!;x
EVTOPTAmore_bloodlines.211;Пламя и кровь!;x
EVTDESCmore_bloodlines.212;Хьюгор с Холма был первым истинным королем андалов, благословленным Семью и коронованным самим Отцом. Теперь его древнее королевство было восстановлено, и вы правите Королевством Андалов как его преемник!;x
EVTOPTAmore_bloodlines.212;Пусть певцы и барды произносят мое имя до конца всех времен!;x
EVTDESCmore_bloodlines.213;Вы восстановили древнее королевство Карлона Великого — правя землями от Топора до Лагуны Браавоса — вы сравнялись с человеком, который когда-то называл себя королем всех андалов!;x
EVTOPTAmore_bloodlines.213;Пусть певцы и барды произносят мое имя до конца всех времен!;x
EVTDESCmore_bloodlines.214;Я вернул Железный трон и подтвердил свое право рождения как Таргариен! Мой подлый дядя и его псы больше не будут править Семью королевствами, теперь все преклонятся перед домом Таргариенов, потому что дракон пробудился!;x
EVTOPTAmore_bloodlines.214;Пламя и кровь!;x
EVTDESCmore_bloodlines.215;Я получил Корону Плавника. Теперь я возьму Ланниспорт, Хайгарден, Арбор, Старомест, Речные земли и Предел, Королевский Лес и Дождевой Лес, Дорн и Марки, Лунные горы и Долину Аррен, Тарт и Ступени. Я говорю, мы берем все это! Я говорю, мы берем Вестерос.;x
EVTOPTAmore_bloodlines.215;Пусть все бояться меня!;x
EVTDESCmore_bloodlines.216;Некоторые люди достигают славы благодаря ратным подвигам, обретению богатства или созданию великих зданий, но нет более прочного основания, чем сильная династия. Произведя на свет огромное количество детей, все из которых были истинными представителями моей династии, я добился большой известности.;x
EVTOPTAmore_bloodlines.216;Да пребудет мой род во веки веков!;x
EVTDESCmore_bloodlines.217;Некоторые люди достигают славы благодаря ратным подвигам, обретению богатства или созданию великих зданий, но нет более прочного основания, чем сильная династия. Произведя на свет огромное количество детей, все из которых были истинными представителями моей династии, я добился большой известности.;x
EVTOPTAmore_bloodlines.217;Да пребудет мой род во веки веков!;x
EVTDESCmore_bloodlines.218;Некоторые люди достигают славы благодаря ратным подвигам, обретению богатства или созданию великих зданий, но нет более прочного основания, чем сильная династия. Произведя на свет огромное количество детей, хотя и не все они истинные представители моей династии, я добился большой известности.;x
EVTOPTAmore_bloodlines.218;Да пребудет мой род во веки веков!;x
EVTDESCmore_bloodlines.219;Некоторые люди достигают славы благодаря ратным подвигам, обретению богатства или созданию великих зданий, но нет более прочного основания, чем сильная династия. Произведя на свет огромное количество детей, хотя и не все они истинные представители моей династии, я добился большой известности.;x
EVTOPTAmore_bloodlines.219;Да пребудет мой род во веки веков!;x
EVTDESCmore_bloodlines.220;Я стал Королем андалов и Первых людей, Владыкой Семи Королевств и Защитником Государства. Теперь все преклоняться перед домом [Root.GetOnlyDynastyName].;x
EVTOPTAmore_bloodlines.220;Пусть певцы и барды произносят мое имя до конца всех времен!;x
EVTDESCmore_bloodlines.221;Я подчинил Ступени и создал собственное королевство! Я больше не просто принц!;x
EVTOPTAmore_bloodlines.221;Пламя и кровь!;x
EVTDESCmore_bloodlines.230;Я объединил острова в великое пиратское королевство, и мои последователи воспевают Дом [Root.GetOnlyDynastyName]! Я достиг положения, о котором мечтают все пираты и корсары, но лишь немногие достигают, теперь я должен выбрать, как, по какой модели будут править мои потомки и я. Есть много путей на выбор — я могу править через страх, торговлю, дипломатию — что мне выбрать?;x
EVTOPTAmore_bloodlines.230;Я буду работать, чтобы развивать торговлю, а также грабить ее.;x
EVTOPTBmore_bloodlines.230;Я буду набегать и сжигать везде, где меня несет море.;x
EVTOPTCmore_bloodlines.230;Я буду налаживать связи с Семью Королевствами.;x
EVTOPTDmore_bloodlines.230;Больше.;x
EVTOPTAmore_bloodlines.2301;Я буду налаживать связи с Вольными Городами.;x
EVTOPTBmore_bloodlines.2301;Я возьму рабов и буду торговать ими.;x
EVTOPTCmore_bloodlines.2301;Я освобожу всех рабов, которых смогу, и ограблю тех кто торгует ими.;x
EVTOPTDmore_bloodlines.2301;Назад.;x

EVTDESCmore_bloodlines.240;Я вернула Железный трон и подтвердила свое право как наследница своего отца! Узурпатор и его псы больше не будут править Семью Королевствами, теперь все склонятся перед законной правительницей!;x
EVTOPTAmore_bloodlines.240;Пламя и кровь!;x
EVTDESCmore_bloodlines.241;Я положил конец войне за Железный Трон против своей старшей сводной сестры! Теперь никто не сомневается в моём праве на трон и должны склониться перед законным правителем!;x
EVTOPTAmore_bloodlines.241;Пламя и кровь!;x
;;;;;;;;;;;;;;;
###############################;;;;;;;;;;;;;;;
EVTDESCmore_bloodlines.a00;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Баратеон, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с коронованным оленем Штормового Предела?;x
EVTOPTAmore_bloodlines.a00;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a00;Я возьму коронованного черного сокола на золотом;x
EVTOPTCmore_bloodlines.a00;Я возьму коронованного черного сокола и белую луну на золотом;x
EVTOPTDmore_bloodlines.a00;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a01;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Блэкфайр, могущественной младшей ветви дома Таргариен. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с черным драконом?;x
EVTOPTAmore_bloodlines.a01;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a01;Я возьму черного сокола на красной луне;x
EVTOPTCmore_bloodlines.a01;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a02;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Грейджой, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с золотым кракеном Пайка?;x
EVTOPTAmore_bloodlines.a02;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a02;Я возьму золотого сокола на черном;x
EVTOPTCmore_bloodlines.a02;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a03;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Ланнистер, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с золотым львом Утеса Кастерли?;x
EVTOPTAmore_bloodlines.a03;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a03;Я возьму золотого сокола на красном;x
EVTOPTCmore_bloodlines.a03;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a04;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Мартелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с солнцем и копьем дома Мартелл?;x
EVTOPTAmore_bloodlines.a04;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a04;Я возьму сокола на солнце и копье;x
EVTOPTCmore_bloodlines.a04;Я добавлю копье к луне и соколу;x
EVTOPTDmore_bloodlines.a04;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a05;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Старк, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с серым лютоволком Винтерфелла?;x
EVTOPTAmore_bloodlines.a05;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a05;Я возьму серого сокола на белой луне;x
EVTOPTCmore_bloodlines.a05;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a06;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Таргариен - возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с трехглавым драконом дома Таргариен?;x
EVTOPTAmore_bloodlines.a06;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a06;Я возьму луну и сокола в цветах Таргариенов;x
EVTOPTCmore_bloodlines.a06;Я возьму сокола, выдыхающего пламя на черном;x
EVTOPTDmore_bloodlines.a06;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a07;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Талли, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с серебряной форелью Риверрана?;x
EVTOPTAmore_bloodlines.a07;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a07;Я возьму сокола на красном и синем цветах Талли;x
EVTOPTCmore_bloodlines.a07;Я возьму сокола, поймавшего серебряную форель;x
EVTOPTDmore_bloodlines.a07;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a08;Как потомок благородного дома Аррен я с гордостью ношу луну и сокола Арренов на своем гербе. Вместе с тем моя мать была членом дома Тирелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с золотой розой Тиреллов?;x
EVTOPTAmore_bloodlines.a08;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a08;Я возьму зеленого сокола на луне и розе;x
EVTOPTCmore_bloodlines.a08;Я возьму синего сокола на луне и розе;x
EVTOPTDmore_bloodlines.a08;Я оставлю свой текущий герб;x
#####;;;;;;;;;;;;;;;
EVTDESCmore_bloodlines.a10;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Аррен, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с луной и соколом Орлиного Гнезда?;x
EVTOPTAmore_bloodlines.a10;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a10;Я возьму оленя на полной луне;x
EVTOPTCmore_bloodlines.a10;Я возьму оленя на полумесяце;x
EVTOPTDmore_bloodlines.a10;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a11;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Грейджой, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с золотым кракеном Пайка?;x
EVTOPTAmore_bloodlines.a11;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a11;Я возьму золотого оленя на черном;x
EVTOPTCmore_bloodlines.a11;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a12;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Ланнистер, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с золотым львом Утеса Кастерли?;x
EVTOPTAmore_bloodlines.a12;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a12;Я возьму золотого оленя на красном;x
EVTOPTCmore_bloodlines.a12;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a13;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Мартелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с солнцем и копьем дома Мартелл?;x
EVTOPTAmore_bloodlines.a13;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a13;Я поставлю оленя в солнце Мартеллов;x
EVTOPTCmore_bloodlines.a13;Я возьму олена на золотом перед оранжевым солнцем;x
EVTOPTDmore_bloodlines.a13;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a14;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Старк, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с серым лютоволком Винтерфелла?;x
EVTOPTAmore_bloodlines.a14;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a14;Я возьму оленя Баратеонов на белом;x
EVTOPTCmore_bloodlines.a14;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a15;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Таргариен - возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с трехглавым драконом дома Таргариен?;x
EVTOPTAmore_bloodlines.a15;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a15;Я возьму красного оленя на черном;x
EVTOPTCmore_bloodlines.a15;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a16;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Талли, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с серебряной форелью Риверрана?;x
EVTOPTAmore_bloodlines.a16;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a16;Я возьму черного оленя на красном и синем;x
EVTOPTCmore_bloodlines.a16;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a17;Как потомок благородного дома Баратеон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Тирелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с золотой розой Тиреллов?;x
EVTOPTAmore_bloodlines.a17;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a17;Я возьму черного оленя на зеленом;x
EVTOPTCmore_bloodlines.a17;Я оставлю свой текущий герб;x
#####;;;;;;;;;;;;;;;
EVTDESCmore_bloodlines.a20;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Аррен, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с луной и соколом Орлиного Гнезда?;x
EVTOPTAmore_bloodlines.a20;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a20;Я возьму оленя на полной луне;x
EVTOPTCmore_bloodlines.a20;Я возьму оленя на полумесяце;x
EVTOPTDmore_bloodlines.a20;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a21;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Грейджой, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с золотым кракеном Пайка?;x
EVTOPTAmore_bloodlines.a21;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a21;Я возьму золотого оленя на черном;x
EVTOPTCmore_bloodlines.a21;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a22;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Ланнистер, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с золотым львом Утеса Кастерли?;x
EVTOPTAmore_bloodlines.a22;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a22;Я возьму золотого оленя на красном;x
EVTOPTCmore_bloodlines.a22;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a23;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Мартелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с солнцем и копьем дома Мартелл?;x
EVTOPTAmore_bloodlines.a23;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a23;Я поставлю оленя в солнце Мартеллов;x
EVTOPTCmore_bloodlines.a23;Я возьму олена на золотом перед оранжевым солнцем;x
EVTOPTDmore_bloodlines.a23;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a24;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Старк, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с серым лютоволком Винтерфелла?;x
EVTOPTAmore_bloodlines.a24;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a24;Я возьму оленя Баратеонов на белом;x
EVTOPTCmore_bloodlines.a24;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a25;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Таргариен - возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать луну и сокола с трехглавым драконом дома Таргариен?;x
EVTOPTAmore_bloodlines.a25;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a25;Я возьму красного оленя на черном;x
EVTOPTCmore_bloodlines.a25;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a26;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Талли, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с серебряной форелью Риверрана?;x
EVTOPTAmore_bloodlines.a26;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a26;Я возьму черного оленя на красном и синем;x
EVTOPTCmore_bloodlines.a26;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a27;Как потомок благородного дома Дюррандон я с гордостью ношу оленя Штормового Предела на своем гербе. Вместе с тем моя мать была членом дома Тирелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать коронованного оленя с золотой розой Тиреллов?;x
EVTOPTAmore_bloodlines.a27;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a27;Я возьму черного оленя на зеленом;x
EVTOPTCmore_bloodlines.a27;Я оставлю свой текущий герб;x
#####;;;;;;;;;;;;;;;
EVTDESCmore_bloodlines.a30;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Аррен, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с луной и соколом Орлиного Гнезда?;x
EVTOPTAmore_bloodlines.a30;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a30;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a31;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Баратеон, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с коронованным оленем Штормового Предела?;x
EVTOPTAmore_bloodlines.a31;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a31;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a32;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Ланнистер, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с золотым львом Утеса Кастерли?;x
EVTOPTAmore_bloodlines.a32;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a32;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a33;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Мартелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с солнцем и копьем дома Мартелл?;x
EVTOPTAmore_bloodlines.a33;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a33;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a34;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Старк, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с серым лютоволком Винтерфелла?;x
EVTOPTAmore_bloodlines.a34;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a34;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a35;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Таргариен - возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с трехглавым драконом дома Таргариен?;x
EVTOPTAmore_bloodlines.a35;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a35;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a36;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Талли, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с серебряной форелью Риверрана?;x
EVTOPTAmore_bloodlines.a36;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a36;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a37;Как потомок благородного дома Грейджой я гордостью ношу золотого кракена Пайка на своем гербе. Вместе с тем моя мать была членом дома Тирелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого кракена с золотой розой Тиреллов?;x
EVTOPTAmore_bloodlines.a37;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a37;Я оставлю свой текущий герб;x
#####;;;;;;;;;;;;;;;
EVTDESCmore_bloodlines.a40;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Аррен, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с луной и соколом Орлиного Гнезда?;x
EVTOPTAmore_bloodlines.a40;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a40;Я возьму золотого льва на белой луне;x
EVTOPTCmore_bloodlines.a40;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a41;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Баратеон, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с коронованным оленем Штормового Предела?;x
EVTOPTAmore_bloodlines.a41;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a41;Я возьму черного льва на золотом;x
EVTOPTCmore_bloodlines.a41;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a42;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Грейджой, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с золотым кракеном Пайка?;x
EVTOPTAmore_bloodlines.a42;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a42;Я возьму золотого льва на черном;x
EVTOPTCmore_bloodlines.a42;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a43;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Мартелл, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с солнцем и копьем дома Мартелл?;x
EVTOPTAmore_bloodlines.a43;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a43;Я возьму льва, держащего солнце Мартеллов;x
EVTOPTCmore_bloodlines.a43;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a44;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Старк, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с серым лютоволком Винтерфелла?;x
EVTOPTAmore_bloodlines.a44;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a44;Я возьму серого льва;x
EVTOPTCmore_bloodlines.a44;Я возьму золотого льва на белом;x
EVTOPTDmore_bloodlines.a44;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a45;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Таргариен - возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с трехглавым драконом дома Таргариен?;x
EVTOPTAmore_bloodlines.a45;Я расчетверю свой герб;x
EVTOPTBmore_bloodlines.a45;Я возьму красного льва на черном, выдыхающего пламя;x
EVTOPTCmore_bloodlines.a45;Я возьму другого красного льва, выдыхающего пламя;x
EVTOPTDmore_bloodlines.a45;Я оставлю свой текущий герб;x
EVTDESCmore_bloodlines.a46;Как потомок благородного дома Ланнистер я гордостью ношу золотого льва Утеса Кастерли на своем гербе. Вместе с тем моя мать была членом дома Талли, дома с равным могуществом и достойной историей. Возможно мне стоит почтить дом моей матери приняв личный герб, который будет совмещать золотого льва с серебряной форелью Риверрана?;x
EVTOPTAmore_bloodlines.a46;Я расчетверю свой герб;x
